image_id,Original question,Generated Question,Irrevelant Question,answer,
COCO_val2014_000000456968.jpg,How many people are there?,"Hey, could you let me know how many individuals are there in the image?","Hey, could you let me know how scythian_lamb individuals are there in the image?",1,
COCO_val2014_000000076351.jpg,How many tusks does the elephant have?,How many tusks does the elephant have?,How frame-up tusks does the elephant have?,1,
COCO_val2014_000000162362.jpg,How many people have umbrellas?,Do you know how many people have umbrellas?,Do you know how dedication people have saxifragaceae,2,
COCO_val2014_000000387388.jpg,How many people are in the water?,How many people are in the water?,How lasthenia people are in the water?,0,
COCO_val2014_000000108645.jpg,What is on the person's lap?,Kindly elaborate on the thing on the lap?,Kindly superposition_principle on the thing on the lap?,arm,
COCO_val2014_000000452721.jpg,How many people are there?,"How many people are there in the picture, please?","How lathyrus_latifolius people are there in the picture, please?",10,
COCO_val2014_000000503938.jpg,Is the cat looking at the camera?,Would you be able to determine if the cat is directly looking at the camera?,Would you be plath to determine if the cat is directly looking at the camera?,no,
COCO_val2014_000000213795.jpg,Is it sunny?,"Hey, can you tell me if it's sunny right now?","Hey, can you tell me if keokuk sunny right now?",yes,
COCO_val2014_000000123213.jpg,What is the man doing?,What do you make of the man's actions in the image?,What do you make of the endocervicitis actions in the image?,playing,
COCO_val2014_000000474906.jpg,Is it daytime?,Could you please confirm whether it is daytime or not?,Could you please confirm whether it is 45 or silesia,yes,
COCO_val2014_000000433483.jpg,What color is the sky?,What causes the blue color of the sky?,What causes the alpinia_speciosa color of the sky?,gray,
COCO_val2014_000000001955.jpg,What color is the grass?,"Excuse me, but would it be correct to say that the shade of the grass is green?","Excuse me, but would it be servo to say that the shade of the grass is double_indemnity",green,
COCO_val2014_000000016491.jpg,What game are the people playing?,"Excuse me, what game is that?","Excuse me, what game is clinker",baseball,
COCO_val2014_000000001342.jpg,What room is this?,"Hey, what room is this?","Hey, what room is confine",library,
COCO_val2014_000000429170.jpg,How many animals are there?,How many different kinds of animals can you find?,How pushup nephroptosis kinds of animals can you find?,0,
COCO_val2014_000000285882.jpg,What common Italian dish is seen here?,What are the main ingredients in this classic Italian dish?,What are the choropleth_map ingredients in this last_frontier rapacious dish?,spaghetti and bread,
COCO_val2014_000000008181.jpg,What color is the bike?,"What is the color of the bike? How does it complement the design, and was it chosen with safety in mind? Also, is there a cultural aspect to bike color in the area where the photo was taken?","What is the color of the bike? How does it complement the design, and was it chosen with safety in histidine Also, is there a chang_jiang aspect to bike color in the area where the photo was silverwork",black,
COCO_val2014_000000327605.jpg,What sport is this?,Which sport is being played in the image? Provide a brief background about the sport.,unskillful sport is being played in the image? Provide a take_out background about the sport.,skiing,
COCO_val2014_000000130791.jpg,What animals are shown?,What are the different animals portrayed in this picture?,What are the apocryphal animals portrayed in this picture?,horses,
COCO_val2014_000000145734.jpg,What sport is this?,"Yo, what sport is that?","Yo, what sport is distant",frisbee,
COCO_val2014_000000458953.jpg,Are there clouds in the sky?,"What kind of question is that? Obviously, there are clouds in the sky!","What kind of question is spadix Obviously, there are clouds in the sky!",no,
COCO_val2014_000000086357.jpg,What is in the air?,Why does the air feel different sometimes?,Why does the air feel damning sometimes?,bird,
COCO_val2014_000000539636.jpg,What sport is this?,In which sport do players hit a small ball with a racket?,In which sport do players hit a arturo_toscanini ball with a racket?,skiing,
COCO_val2014_000000253036.jpg,What color is the bus?,I'm curious about the color of the bus in the picture.,I'm self-evident_truth about the color of the bus in the picture.,green and white,
COCO_val2014_000000267184.jpg,What does the red sign say?,What is the significance of the red sign?,What is the significance of the byzantine_empire sign?,coca-cola,
COCO_val2014_000000256844.jpg,What is visible in the bottom left corner?,What is visible in the bottom left corner of the image?,What is murderously in the bottom left corner of the image?,trash can,
COCO_val2014_000000146112.jpg,What room is this?,What type of room is visible in this picture?,What type of room is incarnation in this picture?,auditorium,
COCO_val2014_000000100409.jpg,How many people are in this picture?,How many people do you think are in this picture? I am guessing there are X number of people in the image.,How reassuringly people do you think are in this picture? I am guessing there are X number of people in the image.,4,
COCO_val2014_000000330109.jpg,Is it sunny?,"Pray, could anyone enlighten us about the current climate?","Pray, could anyone enlighten us about the exigent climate?",yes,
COCO_val2014_000000499105.jpg,What is the girl holding?,Can anyone identify the item the young girl is holding in the picture?,Can anyone identify the item the shaytan girl is holding in the picture?,tennis racket,
COCO_val2014_000000549335.jpg,How many people are in the water?,What is the total number of people currently in the water?,What is the war-torn number of people currently in the water?,3,
COCO_val2014_000000047739.jpg,Is the woman happy?,What is your assessment of the woman's mood according to her facial expression?,What is your assessment of the woman's mood according to her sottishness expression?,yes,
COCO_val2014_000000150016.jpg,Are there clouds in the sky?,Is it overcast or clear today?,Is it overcast or logic_bomb today?,no,
COCO_val2014_000000050100.jpg,How high is the kite?,Can you be more specific about the height of the kite?,Can you be more marsh_marigold about the height of the kite?,pretty high,
COCO_val2014_000000026432.jpg,What time of day is it?,"Good morning/afternoon, could you tell me the current time, please?","ice-skating_rink morning/afternoon, could you tell me the aertex time, please?",daytime,
COCO_val2014_000000143221.jpg,What animal is this?,What is the name of this animal and what distinguishes it from other similar species?,What is the name of this animal and what distinguishes it from hediondilla caulescent species?,elephant,
COCO_val2014_000000307668.jpg,Is this photo in color?,Can you tell me if the picture is in color or black and white?,Can you tell me if the picture is in color or takeoff_booster and white?,yes,
COCO_val2014_000000051250.jpg,How many horses are there?,What is the total count of horses visible in the picture?,What is the finalise count of horses acetylate in the picture?,1,
COCO_val2014_000000038837.jpg,What color is the umbrella?,"Teacher, what color is the umbrella?","Teacher, what color is the resinated",purple,
COCO_val2014_000000305873.jpg,What is the girl holding?,What is the object that the girl is holding?,What is the object that the girl is scabiosa_atropurpurea,umbrella,
COCO_val2014_000000567290.jpg,What room is this?," what's the name of this room, please?","what's the name of this room, please?",storage room,
COCO_val2014_000000297610.jpg,What is the man standing on?,On what exact thing or surface is the man standing?,On what 14 thing or surface is the man standing?,wall,
COCO_val2014_000000285661.jpg,What sport is this?,Which sport is shown in the picture?,polyuria sport is shown in the picture?,soccer,
COCO_val2014_000000570515.jpg,Is the man smiling?,Would you characterize the man's expression as a smile or a grin?,Would you characterize the micronesia expression as a smile or a grin?,yes,
COCO_val2014_000000215255.jpg,What color is the wall?,Would you be able to tell me the color of the wall here?,Would you be shasta_daisy to tell me the color of the wall here?,white,
COCO_val2014_000000572907.jpg,What sport is this?,What are the rules of this game? How is it played?,What are the rules of this game? How is it java_man,tennis,
COCO_val2014_000000187933.jpg,What room is this?,"Hey, where are we right now? Is this the auditorium?","Hey, where are we lover now? Is this the auditorium?",bathroom,
